2023-10-01 13:29:48,639.BBQ_Temp_Producer.INFO ==================================================
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Today is 2023-10-01 at 01:29 PM
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Running on: nt Windows 10
2023-10-01 13:29:48,640.BBQ_Temp_Producer.INFO Python version:  3.11.3
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO Python path: C:\Users\wadej\OneDrive\Documents\streaming-05-smart-smoker\.venv
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO Working dir: C:\Users\wadej\OneDrive\Documents\streaming-05-smart-smoker
2023-10-01 13:29:48,641.BBQ_Temp_Producer.INFO ==================================================
2023-10-01 13:35:12,545.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:39:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:12,546.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:39:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:14,548.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:39:15', '223.6') to Smoker_Temp_Queue
2023-10-01 13:35:14,549.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:39:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:14,549.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:39:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:16,551.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:40:10', '224.6') to Smoker_Temp_Queue
2023-10-01 13:35:16,551.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:40:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:16,552.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:40:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:18,554.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:40:15', '224.6') to Smoker_Temp_Queue
2023-10-01 13:35:18,555.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:40:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:18,555.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:40:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:20,557.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:41:10', '224.3') to Smoker_Temp_Queue
2023-10-01 13:35:20,558.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:41:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:20,558.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:41:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:22,559.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:41:15', '224.3') to Smoker_Temp_Queue
2023-10-01 13:35:22,560.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:41:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:22,560.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:41:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:24,562.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:42:10', '226.6') to Smoker_Temp_Queue
2023-10-01 13:35:24,563.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:42:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:24,563.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:42:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:26,564.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:42:15', '226.6') to Smoker_Temp_Queue
2023-10-01 13:35:26,564.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:42:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:26,565.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:42:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:28,566.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:43:10', '229.0') to Smoker_Temp_Queue
2023-10-01 13:35:28,568.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:43:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:28,568.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:43:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:30,570.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:43:15', '229.0') to Smoker_Temp_Queue
2023-10-01 13:35:30,571.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:43:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:30,572.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:43:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:32,573.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:44:10', '232.8') to Smoker_Temp_Queue
2023-10-01 13:35:32,574.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:44:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:32,575.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:44:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:34,576.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:44:15', '232.8') to Smoker_Temp_Queue
2023-10-01 13:35:34,577.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:44:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:34,577.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:44:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:36,578.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:45:10', '237.9') to Smoker_Temp_Queue
2023-10-01 13:35:36,578.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:45:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:36,579.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:45:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:38,580.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:45:15', '237.9') to Smoker_Temp_Queue
2023-10-01 13:35:38,581.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:45:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:38,582.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:45:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:40,582.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:46:10', '200.2') to Smoker_Temp_Queue
2023-10-01 13:35:40,583.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:40,584.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:42,585.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:46:15', '200.2') to Smoker_Temp_Queue
2023-10-01 13:35:42,586.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:42,586.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:44,587.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:46:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:35:44,587.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:35', '38.7') to Temp_Food1_Queue
2023-10-01 13:35:44,590.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:46,591.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:46:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:35:46,591.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:40', '38.7') to Temp_Food1_Queue
2023-10-01 13:35:46,592.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:40', '37.0') to Temp_Food2_Queue
2023-10-01 13:35:48,594.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:46:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:35:48,594.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:48,595.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:46:45', '37.0') to Temp_Food2_Queue
2023-10-01 13:35:50,596.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:47:10', '205.9') to Smoker_Temp_Queue
2023-10-01 13:35:50,596.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:50,597.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:52,598.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:47:15', '205.9') to Smoker_Temp_Queue
2023-10-01 13:35:52,599.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:52,599.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:54,601.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:47:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:35:54,602.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:35', '37.1') to Temp_Food1_Queue
2023-10-01 13:35:54,602.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:35:56,603.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:47:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:35:56,604.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:40', '37.1') to Temp_Food1_Queue
2023-10-01 13:35:56,604.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:40', '35.3') to Temp_Food2_Queue
2023-10-01 13:35:58,606.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:47:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:35:58,607.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:35:58,608.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:47:45', '35.3') to Temp_Food2_Queue
2023-10-01 13:36:00,609.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:48:10', '230.0') to Smoker_Temp_Queue
2023-10-01 13:36:00,609.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:00,609.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:02,611.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:48:15', '230.0') to Smoker_Temp_Queue
2023-10-01 13:36:02,612.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:02,612.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:04,613.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:48:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:04,614.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:35', '36.9') to Temp_Food1_Queue
2023-10-01 13:36:04,615.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:06,615.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:48:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:06,616.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:40', '36.9') to Temp_Food1_Queue
2023-10-01 13:36:06,617.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:40', '35.2') to Temp_Food2_Queue
2023-10-01 13:36:08,618.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:48:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:08,619.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:08,620.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:48:45', '35.2') to Temp_Food2_Queue
2023-10-01 13:36:10,621.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:49:10', '239.6') to Smoker_Temp_Queue
2023-10-01 13:36:10,622.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:10,622.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:12,623.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:49:15', '239.6') to Smoker_Temp_Queue
2023-10-01 13:36:12,624.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:12,624.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:14,625.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:49:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:14,626.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:35', '36.9') to Temp_Food1_Queue
2023-10-01 13:36:14,626.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:16,628.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:49:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:16,628.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:40', '36.9') to Temp_Food1_Queue
2023-10-01 13:36:16,629.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:40', '35.3') to Temp_Food2_Queue
2023-10-01 13:36:18,630.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:49:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:18,631.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:18,631.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:49:45', '35.3') to Temp_Food2_Queue
2023-10-01 13:36:20,632.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:50:10', '242.4') to Smoker_Temp_Queue
2023-10-01 13:36:20,633.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:20,634.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:22,635.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:50:15', '242.4') to Smoker_Temp_Queue
2023-10-01 13:36:22,635.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:22,636.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:24,637.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:50:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:24,638.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:35', '37.2') to Temp_Food1_Queue
2023-10-01 13:36:24,638.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:26,639.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:50:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:26,640.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:40', '37.2') to Temp_Food1_Queue
2023-10-01 13:36:26,640.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:40', '35.2') to Temp_Food2_Queue
2023-10-01 13:36:28,642.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:50:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:28,642.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:28,643.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:50:45', '35.2') to Temp_Food2_Queue
2023-10-01 13:36:30,644.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:51:10', '243.1') to Smoker_Temp_Queue
2023-10-01 13:36:30,644.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:30,645.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:32,647.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:51:15', '243.1') to Smoker_Temp_Queue
2023-10-01 13:36:32,648.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:32,648.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:34,649.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:51:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:34,650.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:35', '37.5') to Temp_Food1_Queue
2023-10-01 13:36:34,650.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:36,652.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:51:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:36,653.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:40', '37.5') to Temp_Food1_Queue
2023-10-01 13:36:36,654.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:40', '35.2') to Temp_Food2_Queue
2023-10-01 13:36:38,655.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:51:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:38,656.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:38,656.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:51:45', '35.2') to Temp_Food2_Queue
2023-10-01 13:36:40,657.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:52:10', '242.6') to Smoker_Temp_Queue
2023-10-01 13:36:40,658.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:40,659.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:42,661.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:52:15', '242.6') to Smoker_Temp_Queue
2023-10-01 13:36:42,662.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:42,662.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:44,663.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:52:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:44,663.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:35', '37.9') to Temp_Food1_Queue
2023-10-01 13:36:44,663.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:46,665.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:52:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:46,665.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:40', '37.9') to Temp_Food1_Queue
2023-10-01 13:36:46,666.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:40', '35.6') to Temp_Food2_Queue
2023-10-01 13:36:48,668.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:52:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:48,669.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:48,670.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:52:45', '35.6') to Temp_Food2_Queue
2023-10-01 13:36:50,671.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:53:10', '241.7') to Smoker_Temp_Queue
2023-10-01 13:36:50,672.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:50,673.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:52,674.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:53:15', '241.7') to Smoker_Temp_Queue
2023-10-01 13:36:52,674.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:52,675.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:54,676.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:53:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:54,677.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:35', '38.4') to Temp_Food1_Queue
2023-10-01 13:36:54,678.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:36:56,678.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:53:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:56,679.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:40', '38.4') to Temp_Food1_Queue
2023-10-01 13:36:56,680.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:40', '35.7') to Temp_Food2_Queue
2023-10-01 13:36:58,683.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:53:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:36:58,684.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:36:58,684.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:53:45', '35.7') to Temp_Food2_Queue
2023-10-01 13:37:00,686.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:54:10', '241.4') to Smoker_Temp_Queue
2023-10-01 13:37:00,687.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:37:00,687.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:37:02,688.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:54:15', '241.4') to Smoker_Temp_Queue
2023-10-01 13:37:02,689.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:37:02,689.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:37:04,691.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:54:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:37:04,691.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:35', '39.1') to Temp_Food1_Queue
2023-10-01 13:37:04,693.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:37:06,693.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:54:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:37:06,693.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:40', '39.1') to Temp_Food1_Queue
2023-10-01 13:37:06,694.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:40', '36.0') to Temp_Food2_Queue
2023-10-01 13:37:08,695.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:54:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:37:08,696.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:45', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:37:08,697.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:54:45', '36.0') to Temp_Food2_Queue
2023-10-01 13:37:10,698.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:55:10', '242.1') to Smoker_Temp_Queue
2023-10-01 13:37:10,698.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:10', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:37:10,699.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:10', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:37:12,701.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:55:15', '242.1') to Smoker_Temp_Queue
2023-10-01 13:37:12,702.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:15', 'No Temperature') to Temp_Food1_Queue
2023-10-01 13:37:12,703.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:15', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:37:14,704.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:55:35', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:37:14,705.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:35', '39.9') to Temp_Food1_Queue
2023-10-01 13:37:14,706.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:35', 'No Temperature') to Temp_Food2_Queue
2023-10-01 13:37:16,707.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:55:40', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:37:16,708.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:40', '39.9') to Temp_Food1_Queue
2023-10-01 13:37:16,709.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:40', '36.0') to Temp_Food2_Queue
2023-10-01 13:37:18,710.BBQ_Temp_Producer.INFO  [x] Sent ('05/22/21 13:55:45', 'No Temperature') to Smoker_Temp_Queue
2023-10-01 13:37:18,711.BBQ_Temp_Producer.INFO [x] Sent ('05/22/21 13:55:45', 'No Temperature') to Temp_Food1_Queue
